1156;ENST00000552631;1;2.43664787E8;243664805
1157;ENST00000366539;1;2.43664845E8;243664863
1159;ENST00000336199;1;2.43664787E8;243664805
1160;ENST00000263826;1;2.43664787E8;243664805
1163;ENST00000463991;1;2.43664787E8;243664805
1165;ENST00000366540;1;2.43664787E8;243664805
1167;ENST00000552631;1;2.43664804E8;243664822
1168;ENST00000366539;1;2.43664862E8;243664880
1170;ENST00000336199;1;2.43664804E8;243664822
1171;ENST00000263826;1;2.43664804E8;243664822
1174;ENST00000463991;1;2.43664804E8;243664822
1176;ENST00000366540;1;2.43664804E8;243664822
1178;ENST00000366539;1;2.43552844E8;243552862
1179;ENST00000336199;1;2.43552728E8;243552735
1180;ENST00000336199;1;2.43545586E8;243545597
1181;ENST00000263826;1;2.43552728E8;243552735
1182;ENST00000263826;1;2.43545586E8;243545597
1187;ENST00000366540;1;2.43552728E8;243552735
1188;ENST00000366540;1;2.43545586E8;243545597
1191;ENST00000552631;1;2.4364598E8;243645998
1192;ENST00000366539;1;2.43664772E8;243664790
1193;ENST00000336199;1;2.4364598E8;243645998
1194;ENST00000263826;1;2.4364598E8;243645998
1198;ENST00000366540;1;2.4364598E8;243645998
1200;ENST00000552631;1;2.43664813E8;243664831
1201;ENST00000366539;1;2.4369559E8;243695596
1202;ENST00000366539;1;2.43664871E8;243664883
1204;ENST00000336199;1;2.43664813E8;243664831
1205;ENST00000263826;1;2.43664813E8;243664831
1208;ENST00000463991;1;2.43664813E8;243664831
1210;ENST00000366540;1;2.43664813E8;243664831
1212;ENST00000552631;1;2.43695623E8;243695641
1213;ENST00000366539;1;2.43695681E8;243695699
1214;ENST00000491219;1;2.4369559E8;243695601
1215;ENST00000491219;1;2.43687865E8;243687872
1217;ENST00000336199;1;2.43695623E8;243695641
1218;ENST00000490018;1;2.43695623E8;243695641
1219;ENST00000263826;1;2.43695623E8;243695641
1222;ENST00000463991;1;2.43695623E8;243695641
1224;ENST00000366540;1;2.43695623E8;243695641
1227;ENST00000552631;1;2.43664833E8;243664851
1228;ENST00000366539;1;2.43695598E8;243695616
1230;ENST00000336199;1;2.43664833E8;243664851
1231;ENST00000263826;1;2.43664833E8;243664851
1234;ENST00000463991;1;2.43664833E8;243664851
1236;ENST00000366540;1;2.43664833E8;243664851
1238;ENST00000552631;1;2.43645908E8;243645926
1239;ENST00000366539;1;2.43645966E8;243645984
1240;ENST00000336199;1;2.43645908E8;243645926
1241;ENST00000263826;1;2.43645908E8;243645926
1245;ENST00000366540;1;2.43645908E8;243645926
1247;ENST00000366539;1;2.43563797E8;243563815
1248;ENST00000336199;1;2.43552894E8;243552912
1249;ENST00000263826;1;2.43552894E8;243552912
1252;ENST00000366540;1;2.43552894E8;243552912
1254;ENST00000366539;1;2.43552728E8;243552739
1255;ENST00000366539;1;2.4354559E8;243545597
1256;ENST00000336199;1;2.4351238E8;243512398
1257;ENST00000263826;1;2.4351238E8;243512398
1260;ENST00000366540;1;2.4351238E8;243512398
1262;ENST00000366539;1;2.43563781E8;243563799
1263;ENST00000336199;1;2.43552878E8;243552896
1264;ENST00000263826;1;2.43552878E8;243552896
1267;ENST00000366540;1;2.43552878E8;243552896
1269;ENST00000366539;1;2.43552808E8;243552826
